barcode,category,description,name,pages,price,publishing_affiliate,seller,size,subcategory,url
893521236671,Thiếu Nhi,"Một ngày mùa thu nọ, trong lúc dạo chơi trên đồi, chú mèo Oscar chợt trông thấy một vật hình tròn màu đỏ trên bãi cỏ.",Khám Phá Thế Giới Cùng Mèo Oscar - Chuyển Động,28,"55,000",Đinh Tị Books,Phương Nam Online,25 x 17 x 0.4,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/kham-pha-the-gioi-cung-meo-oscar-chuyen-dong.html
893521236672,Thiếu Nhi,"Một ngày mùa xuân nọ, bên bờ ao, chú mèo Oscar trông thấy những sinh vật mà chú ta chưa nhìn thấy bao giờ.",Khám Phá Thế Giới Cùng Mèo Oscar - Sự Sinh Trưởng,28,"55,000",Đinh Tị Books,Phương Nam Online,25 x 17 x 0.4,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/kham-pha-the-gioi-cung-meo-oscar-su-sinh-truong.html
893521236670,Thiếu Nhi,"Một buổi tối mùa hè, chú mèo Oscar nghe thấy một âm thanh lạ lẫm trên đồng cỏ.",Khám Phá Thế Giới Cùng Mèo Oscar - Âm Thanh,28,"55,000",Đinh Tị Books,Phương Nam Online,25 x 17 x 0.4,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/kham-pha-the-gioi-cung-meo-oscar-am-thanh.html
893521236714,Thiếu Nhi,Em có biết móng tay của chúng ta phát triển như thế nào không? Làm sao tai có thể nghe được âm thanh nhỉ? Tại sao ai cũng cần phải ngủ? Thân nhiệt có ý nghĩa gì? Các tế bào hồng cầu hoạt động trong cơ thể chúng ta như thế nào? Vì sao chúng ta lại xì hơi?...,Những Câu Chuyện Lý Thú Về Cơ Thể Người - Nhật Ký Đi Học Của Tế Bào Hồng Cầu,36,"35,000",Đinh Tị Books,Phương Nam Online,20.5 x 20.5 x 0.4,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/nhung-cau-chuyen-ly-thu-ve-co-the-nguoi-nhat-ky-di-hoc-cua-te-bao-hong-cau.html
893521236717,Thiếu Nhi,Em có biết móng tay của chúng ta phát triển như thế nào không? Làm sao tai có thể nghe được âm thanh nhỉ? Tại sao ai cũng cần phải ngủ? Thân nhiệt có ý nghĩa gì? Các tế bào hồng cầu hoạt động trong cơ thể chúng ta như thế nào? Vì sao chúng ta lại xì hơi?...,Những Câu Chuyện Lý Thú Về Cơ Thể Người - Nhật Ký Thám Hiểm Đất Nước Thân Nhiệt,36,"35,000",Đinh Tị Books,Phương Nam Online,20.5 x 20.5 x 0.4,Kiến Thức Bách Khoa,https://nhasachphuongnam.com/nhung-cau-chuyen-ly-thu-ve-co-the-nguoi-nhat-ky-tham-hiem-dat-nuoc-than-nhiet.html
893521236801,Truyện Tranh/Manga, là bộ sách kỹ năng sống nhất định không thể bỏ qua dành cho trẻ trong độ tuổi từ 3 - 6,Cuộc Sống Tươi Đẹp Của Tớ - Ai Cũng Có Điểm Mạnh,36,"35,000",Đinh Tị Books,Phương Nam Online,20.5 x 19.6 x 0.4,Truyện Tranh,https://nhasachphuongnam.com/cuoc-song-tuoi-dep-cua-to-ai-cung-co-diem-manh.html
893521236800,Truyện Tranh/Manga, là bộ sách kỹ năng sống nhất định không thể bỏ qua dành cho trẻ trong độ tuổi từ 3 - 6,Cuộc Sống Tươi Đẹp Của Tớ - Cùng Chơi Thật Vui Nào!,36,"35,000",Đinh Tị Books,Phương Nam Online,20.5 x 19.6 x 0.4,Truyện Tranh,https://nhasachphuongnam.com/cuoc-song-tuoi-dep-cua-to-cung-choi-that-vui-nao.html
978604440543,Tuổi Mới Lớn,"Sau khi biết về hoàn cảnh gia đình của Sumika, Ito đã suy nghĩ xem mình có thể làm gì cho người ấy. Con đường của hai người giờ đây đã giao nhau, và cảm xúc chân thành của họ cũng vậy.",Người Là Ai Giữa Tâm Tư Này - Tập 3,194,"80,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/nguoi-la-ai-giua-tam-tu-nay-tap-3.html
978604401727,Tuổi Mới Lớn,"ARTBOOK CANDY - tuyển tập tranh vẽ của tác giả Shou Harusono dành cho các ""fan cứng"" Sasaki và Miyano & Hirano và Kagiura, cùng các mẩu chuyện bên lề đằng sau quá trình chấp bút cho hai cuốn truyện, cụ thể là:",Candy - Shou Harusono Art Collection,152,"250,000",AMAK,Phương Nam Online,29.7 x 21 x 1,Truyện Tranh,https://nhasachphuongnam.com/candy-shou-harusono-art-collection.html
978604417297,Tuổi Mới Lớn,"“Anh Hirano, em thích anh.”",Hirano Và Kagiura - Tập 2,162,"85,000",AMAK,Phương Nam Online,18 x 13 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/hirano-va-kagiura-tap-2.html
978604558217,Tuổi Mới Lớn,“Ta đã bắt nàng Công chúa con tin!!”,Công Chúa Ngủ Trong Lâu Đài Quỷ - Tập 4 (Tái bản năm 2024),164,"55,000",AMAK,Phương Nam Online,18 x 13 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/cong-chua-ngu-trong-lau-dai-quy-tap-4-tai-ban-nam-2024.html
978604441933,Tuổi Mới Lớn,"Mùa đông năm lớp 8, Hinata Ito - một cô bé luôn tự ti vào bản thân, đã đem lòng ngưỡng mộ nữ người mẫu trạc tuổi mình có tên Sumika. Sự tồn tại của Sumika chính là nguồn động lực lớn lao với chính Ito, bởi những điều mà người ấy chia sẻ đều là những thứ Ito hằng ao ước…",Người Là Ai Giữa Tâm Tư Này - Tập 1,196,"80,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/nguoi-la-ai-giua-tam-tu-nay-tap-1-vi.html
978604365589,Thể Loại Khác,"Đột quỵ là một trong những nguyên nhân hàng đầu gây tử vong và tàn phế trên toàn thế giới. Tuy nhiên, đa số người dân chưa biết cách nhận biết sớm và phòng ngừa đột quỵ, dẫn đến mất ""thời gian vàng"" trong cấp cứu, khiến tỷ lệ tử vong và tàn phế gia tăng đáng kể. Trong khi, thực tế, bệnh này có thể được phòng ngừa hoặc giảm thiểu hậu quả.",Cẩm Nang Sức Khỏe Phòng Chống Đột Quỵ,222,"112,500",Phương Nam Book,Phương Nam Online,20.5 x 13 x 1.2,Sách Chuyên Ngành,https://nhasachphuongnam.com/cam-nang-suc-khoe-phong-chong-dot-quy.html
978604402686,Tuổi Mới Lớn,"Trong thời gian Toranosuke được tạm xuất viện về nhà, bệnh tình của ông bỗng chuyển biến xấu. Dù vẫn giữ được tính mạng, ông lại chìm vào hôn mê. Nhờ có các cháu làm chỗ dựa, trái tim Kaoru cũng được an ủi phần nào, song tinh thần lạc quan thì thật khó lòng vực dậy. Khi hồi tưởng về những kỉ niệm bên Toranosuke, hình ảnh người thân đã ra đi giữa thời chiến loạn bỗng ùa về trong tâm trí bà…","Nếu Có Kiếp Sau, Em Vẫn Sẽ Làm Vợ Anh Chứ? - Tập 3",180,"76,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/neu-co-kiep-sau-em-van-se-lam-vo-anh-chu-tap-3-vi.html
978604378874,Tuổi Mới Lớn,"Tương truyền rằng có một tinh linh sở hữu sức mạnh vô ngần bị nhốt trong cây đèn thần, ai tìm thấy đèn thần thì có thể trở thành chủ nhân của tinh linh. Tinh linh sẽ thực hiện ba điều ước của chủ nhân. Sau khi điều ước cuối cùng thành hiện thực, tinh linh sẽ có được sự tự do.",Thần Đèn - Tập 2,232,"128,000",AMAK,Phương Nam Online,18 x 13 x 1.2,Truyện Tranh,https://nhasachphuongnam.com/than-den-tap-2.html
978604401315,Tuổi Mới Lớn,"Trong cây đèn thần, những hồi ức đầy méo mó tàn khốc qua biết bao thế kỷ lần lượt hiện lên trước Azur và Red. Khi vị thần lựa chọn trốn tránh tất cả, Red lại một lần nữa cất bước để tìm kiếm ngọn nguồn mọi việc, cũng như cách kết thúc chúng. Bởi sau cùng, chàng và vị tinh linh ấy đều giống nhau, chỉ là những kẻ đáng thương bị người mình yêu vứt bỏ mà thôi.",Thần Đèn - Tập 3,184,"128,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/than-den-tap-3.html
978604401317,Tuổi Mới Lớn,“Nhất định phải là anh.”,Tặng Em Cành Hoa Thủy Mộc,184,"90,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/tang-em-canh-hoa-thuy-moc.html
978604401411,Truyện Tranh/Manga,"Cô nhân viên văn phòng Ohashi Rei đã vô tình được chuyển sinh vào thế giới otome game “Revolution” trong vai nhân vật chính Rae Taylor. Thế nhưng, nhân vật yêu thích của cô lại không phải là ba vị hoàng tử, mà thay vào đó là nữ phản diện - Claire Francois!",Tôi Yêu Nữ Phản Diện - Tập 2 (Manga),180,"85,000",AMAK,Phương Nam Online,18 x 13 x 1,Manga,https://nhasachphuongnam.com/toi-yeu-nu-phan-dien-tap-2-manga.html
978604402584,Tuổi Mới Lớn,"Hai tháng sau khi chuyển tới Tokyo, Iku - người đang sống cuộc sống bình dị mà hạnh phúc của một otaku - bỗng gặp phải một chuyện không thể nào lí giải: Đột nhiên cậu có thể nhìn thấy ma!",23:45,178,"98,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/23-45.html
978604440674,Tuổi Mới Lớn,"Vương Tử Khiêm - cậu bạn “hot boy” lớp, nụ cười lúc nào cũng thường trực trên môi, được mọi người hết mực yêu mến.",Chúng Ta Đã Không Chết Khi Còn Trẻ,230,"99,000",AMAK,Phương Nam Online,20.5 x 14.5 x 1.2,Truyện Tranh,https://nhasachphuongnam.com/chung-ta-da-khong-chet-khi-con-tre.html
978604402288,Tuổi Mới Lớn,"Quá trình chuẩn bị để vẽ một bức tranh Nhật Bản rất phiền phức, nhưng nếu để vẽ em thì việc đó lại như một nghi lễ linh thiêng.",Vẽ Em Bằng Sắc Lưu Ly,170,"95,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/ve-em-bang-sac-luu-ly.html
978604402585,Tuổi Mới Lớn,"Shozo và Ine là đôi vợ chồng già đã cùng nắm tay nhau đi qua bao tháng năm. Chợt một đêm nọ, hai người tỉnh giấc và phát hiện mình bỗng dưng trẻ lại!?",Ông Bà Hồi Xuân - Tập 1,146,"85,000",AMAK,Phương Nam Online,18 x 13 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/ong-ba-hoi-xuan-tap-1.html
893535260827,Truyện Tranh/Manga,"“Các cháu có khỏe không? Gần đây bác có một chuyện rất vui nên tâm trạng cứ lâng lâng như ở trên mây ấy các cháu ạ. Chẳng là bác vừa mua được mặt nạ “Trung Tướng”, thứ mà bác hằng muốn có ở chợ đồ cổ. Chiếc mặt nạ này thường được dùng trong kịch Noh nhưng khuôn mặt rất chi là điển trai khiến bác mê mẩn cõi lòng. Từ hồi còn học cấp 2, bác đã săn lùng nó, cũng phải mấy mươi năm rồi. Thế là giấc mơ đã thành sự thật!! À mà các cháu nè, TV anime của Ninja Rantaro cũng được chiếu rất đều đặn, các cháu xem và ủng hộ nhé.” - Soubee Amako",Ninja Rantaro - Tập 31,240,"40,000",,Phương Nam Online,18 x 13 x 1.2,Manga,https://nhasachphuongnam.com/ninja-rantaro-tap-31.html
893535260660,Truyện Tranh/Manga,"Vui nhộn nhưng không kém phần kịch tính, phần tiếp theo của series tuổi thơ Ninja Hattori - Tân Ninja Hattori sẵn sàng đón một mùa hè đầy lí thú cùng các bạn độc giả!! Tiếp tục với những câu chuyện thú vị về Hattori, Kenichi và những người bạn Ninja.",Tân Ninja Hattori - Tập 2,176,"25,000",,Phương Nam Online,17.6 x 11.3 x 1,Manga,https://nhasachphuongnam.com/tan-ninja-hattori-tap-2.html
893535261199,Truyện Tranh/Manga,Frieren - pháp sư tiễn táng nhiều tên quỷ nhất trong lịch sử. Hành trình “tìm hiểu về con người” của nhân loại và quỷ tộc đã giao nhau tại xứ hoàng kim nơi cực Bắc lục địa. Những số mệnh đan xen dần dần được gỡ bỏ.,Frieren Pháp Sư Tiễn Táng - Tập 11,192,"45,000",,Phương Nam Online,18 x 13 x 1,Manga,https://nhasachphuongnam.com/frieren-phap-su-tien-tang-tap-11.html
893535261207,Tuổi Mới Lớn,"Một ngày nọ, Aozora đột nhiên bị điều khiển bởi một thế lực vô hình. Dường như cô đã hiểu và chấp nhận kết cục đang chờ phía trước, nhưng quyết tâm của cô đã vô tình làm lay động người đang thao túng mình... ","Có Ngày Trời Trong, Có Hôm Mây Phủ (Bộ 2 tập)",328,"76,000",,Phương Nam Online,18 x 13 x 1.6,Truyện Tranh,https://nhasachphuongnam.com/co-ngay-troi-trong-co-hom-may-phu-bo-2-tap.html
893535261208,Truyện Tranh/Manga,"Cuộc đời đầy ""tội nghiệp"" của anh chàng Nishikata bên cạnh Takagi - Chuyên gia trêu chọc siêu ranh mãnh và... lầy lội...!! Chính vì bị chọc tức quá nhiều, nên lúc nào anh chàng cũng ấp ủ âm mưu trả đũa mà không làm gì được cô bé. Màn chơi khăm hết ngày này qua ngày khác liệu có đi đến một kết thúc có hậu!!?","Nhất Quỷ Nhì Ma, Thứ Ba Takagi - Tập 16",156,"30,000",,Phương Nam Online,18 x 13 x 0.8,Manga,https://nhasachphuongnam.com/nhat-quy-nhi-ma-thu-ba-takagi-tap-16.html
978604374631,Tuổi Mới Lớn,"Tình cảm Nagisa dành cho Mashiro đã dần dần thay đổi, từ “ghét” thành “thích”, từ không muốn trò chuyện đến lúc nào cũng nhớ nhung. Thế nhưng Nagisa vẫn chưa dám nhìn ngắm gương mặt người kia…",Bông Hải Quỳ Rộn Rã - Tập 2,178,"85,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/bong-hai-quy-ron-ra-tap-2.html
893535260708,Thiếu Nhi,"Trong những câu chuyện vui nhộn này, các loài vật trong rừng hiện lên đầy sắc màu, sống động, và ai cũng rút ra được bài học cho riêng mình.",Sóc Biết Đẻ Trứng Và Những Truyện Ngụ Ngôn Khác,72,"80,000",,Phương Nam Online,26 x 21 x 0.5,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/soc-biet-de-trung-va-nhung-truyen-ngu-ngon-khac.html
893535260784,Thiếu Nhi,"Sẽ ra sao nếu bạn là một cô chị chuẩn Nết Na nhưng bố mẹ lại tặng cho bạn thêm một đứa em rất mực Cù Nhây, luôn sẵn sàng mang đến cho bạn tỉ thứ rắc rối?",Nết Na Và Cù Nhây,184,"55,000",,Phương Nam Online,20.5 x 14.5 x 1,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/net-na-va-cu-nhay.html
893535260507,Thiếu Nhi,"Mỗi đứa trẻ đều có một câu chuyện để kể về tuổi thơ mình. Có câu chuyện thật đáng yêu của những đám mây ngoan, thật ấm áp như vệt nắng sân trường, có câu chuyện cảm động sâu lắng của vạt cúc vạn thọ, xót xa trìu mến của bông hoa đào nở trên vai...",Những Đám Mây Ngoan,196,"55,000",,Phương Nam Online,20.5 x 14.5 x 1,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/nhung-dam-may-ngoan.html
893535260701,Thiếu Nhi,"Khủng long đã từng “thống trị” Trái đất khoảng 230 triệu năm trước với nhiều chủng loại, kích cỡ khác nhau. Thông qua việc nghiên cứu hoá thạch, các nhà khoa học đã khám phá được nhiều thông tin gây sửng sốt về loài bò sát đặc biệt này. Hãy cùng tìm hiểu những thông tin ấy trong cuốn sách lí thú này nhé!",Bồi Dưỡng Kĩ Năng Đọc Hiểu Cho Học Sinh Tiểu Học - Thế Giới Khủng Long,64,"56,000",,Phương Nam Online,25.5 x 18.5 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/boi-duong-ki-nang-doc-hieu-cho-hoc-sinh-tieu-hoc-the-gioi-khung-long.html
893535260705,Thiếu Nhi,Không phải sinh vật nào cũng vô hại. Trên thế giới có nhiều sinh vật mà bạn chớ-nên-chạm-vào. Tìm hiểu thật kĩ về chúng sẽ giúp chúng ta tự bảo vệ bản thân và cả những người xung quanh nữa đấy! Hãy cùng tìm hiểu những kiến thức ấy trong cuốn sách lí thú này nhé!,Bồi Dưỡng Kĩ Năng Đọc Hiểu Cho Học Sinh Tiểu Học - Các Sinh Vật Nguy Hiểm,64,"56,000",,Phương Nam Online,25.5 x 18.5 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/boi-duong-ki-nang-doc-hieu-cho-hoc-sinh-tieu-hoc-cac-sinh-vat-nguy-hiem.html
893535260706,Thiếu Nhi,"Vũ trụ thật rộng lớn, thật bao la với biết bao bí ẩn đang chờ ta khám phá. Với những bạn nhỏ yêu thích bầu trời, cuốn sách này sẽ giúp các em đến gần hơn với những kiến thức cơ bản và thú vị. Hãy cùng tìm hiểu những kiến thức ấy trong cuốn sách lí thú này nhé!",Bồi Dưỡng Kĩ Năng Đọc Hiểu Cho Học Sinh Tiểu Học - Khám Phá Vũ Trụ,64,"56,000",,Phương Nam Online,25.5 x 18.5 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/boi-duong-ki-nang-doc-hieu-cho-hoc-sinh-tieu-hoc-kham-pha-vu-tru.html
893535260704,Thiếu Nhi,"Cảm xúc luôn hiện hữu trong mỗi người, nhưng đồng thời cũng là một trong những điều khó nắm bắt nhất. Có muôn màu cảm xúc trong cuộc sống mà hiểu được chúng cũng sẽ giúp ta trở nên tốt hơn trong nhiều mặt. Hãy cùng tìm hiểu về cảm xúc trong cuốn sách lí thú này nhé!",Bồi Dưỡng Kĩ Năng Đọc Hiểu Cho Học Sinh Tiểu Học - Muôn Màu Cảm Xúc,64,"56,000",,Phương Nam Online,25.5 x 18.5 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/boi-duong-ki-nang-doc-hieu-cho-hoc-sinh-tieu-hoc-muon-mau-cam-xuc.html
893535260702,Thiếu Nhi,"Cơ thể người là một “cỗ máy” kì diệu mà mỗi một tế bào, mỗi bộ phận lại chứa đựng những điều kì thú đang chờ các em khám phá. Hãy cùng tìm hiểu về cơ thể của chính chúng ta trong cuốn sách lí thú này nhé!",Bồi Dưỡng Kĩ Năng Đọc Hiểu Cho Học Sinh Tiểu Học - Thắc Mắc Về Cơ Thể Người,64,"56,000",,Phương Nam Online,25.5 x 18.5 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/boi-duong-ki-nang-doc-hieu-cho-hoc-sinh-tieu-hoc-thac-mac-ve-co-the-nguoi.html
893535260703,Thiếu Nhi,"Trên Trái đất có muôn loài vật, mỗi loài lại mang một vẻ đẹp riêng. Để khám phá được tất cả những vẻ đẹp đó phải mất rất nhiều thời gian, và công việc ấy vẫn đang tiếp tục cho tới tận ngày hôm nay. Hãy cùng tìm hiểu về muôn loài trong cuốn sách lí thú này nhé!",Bồi Dưỡng Kĩ Năng Đọc Hiểu Cho Học Sinh Tiểu Học - Chuyện Thú Vị Về Loài Vật,64,"56,000",,Phương Nam Online,25.5 x 18.5 x 0.5,Đạo Đức - Kỹ Năng Sống,https://nhasachphuongnam.com/boi-duong-ki-nang-doc-hieu-cho-hoc-sinh-tieu-hoc-chuyen-thu-vi-ve-loai-vat.html
893535260795,Truyện Tranh/Manga,Người lạ mặt nào mới xuất hiện ở khách sạn Tám Cành của làng Lém Lỉnh đấy?,Chuyện Ở Làng Lém Lỉnh - Ngàn Cuộc Đời Của Ông Bạch Tuộc,28,"25,000",,Phương Nam Online,20.5 x 17 x 0.2,Truyện Tranh,https://nhasachphuongnam.com/chuyen-o-lang-lem-linh-ngan-cuoc-doi-cua-ong-bach-tuoc.html
893535260794,Truyện Tranh/Manga,Một mùa đông nữa lại đến với làng Lém Lỉnh. Tất cả các con phố đều khoác lên mình chiếc áo choàng tuyết trắng! Nhưng tại sao bà Khủng Long vẫn ngồi trong công viên hoa cỏ giữa trời băng giá? Fannie tự hỏi.,Chuyện Ở Làng Lém Lỉnh - Xuân Ấm Giữa Lòng Đông Lạnh,28,"25,000",,Phương Nam Online,20.5 x 17 x 0.2,Truyện Tranh,https://nhasachphuongnam.com/chuyen-o-lang-lem-linh-xuan-am-giua-long-dong-lanh-gia.html
893535260796,Truyện Tranh/Manga,"Sáng nay, Malo nóng lòng muốn kể cho nhóm bạn về giấc mơ đáng kinh ngạc của cậu đêm qua.",Chuyện Ở Làng Lém Lỉnh - Kẻ Cắp Giấc Mơ,28,"25,000",,Phương Nam Online,20.5 x 17 x 0.2,Truyện Tranh,https://nhasachphuongnam.com/chuyen-o-lang-lem-linh-ke-cap-giac-mo.html
893535261164,Thiếu Nhi,"“Thủ lĩnh Bru, bộ lạc Đá may mắn được thần lửa ban cho thức ăn ngon và chỉ dạy cách làm đồ gốm. Như ông đã chứng kiến, đồ gốm dùng để nấu chín thức ăn và đun sôi nước uống. Bộ lạc Đá nguyện chia sẻ phương pháp làm đồ gốm với con người nơi đây. Đổi lại, chúng tôi muốn mỗi năm hai lần sẽ đến địa phận bộ lạc Nước để làm muối. Đương nhiên, phương pháp tạo muối chúng tôi cũng sẽ không giấu giếm.”",Cả Nhà Ta Xông Pha Nguyên Thủy - Tập 1: Bộ Lạc Đá,236,"55,000",,Phương Nam Online,19 x 13 x 1.2,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/ca-nha-ta-xong-pha-nguyen-thuy-tap-1-bo-lac-da.html
893535261165,Thiếu Nhi,,Cả Nhà Ta Xông Pha Nguyên Thủy - Tập 2: Thiên Đường Trần Gian,204,"45,000",,Phương Nam Online,19 x 13 x 1,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/ca-nha-ta-xong-pha-nguyen-thuy-tap-2-thien-duong-tran-gian.html
893535261166,Thiếu Nhi,,Cả Nhà Ta Xông Pha Nguyên Thủy - Tập 3: Ngược Chiều Gió Thổi,236,"55,000",,Phương Nam Online,19 x 13 x 1.2,Văn Học Thiếu Nhi,https://nhasachphuongnam.com/ca-nha-ta-xong-pha-nguyen-thuy-tap-3-nguoc-chieu-gio-thoi.html
978604400058,Tuổi Mới Lớn,"Theo tiếng ve râm ran dưới nắng hè oi ả, Adachi lại nhớ về ngày đầu tiên hai người gặp nhau, dù ngại ngùng nhưng bình yên đến lạ. Về phần Shimamura, cô đã đứng lên bênh vực bạn mình khi nghe những lời không mấy dễ chịu từ mẹ Adachi - người cô tình cờ gặp khi đang đi bơi, với mong ước cô bạn có thể thân thiết với gia đình mình hơn.",Adachi Và Shimamura - Tập 2,178,"86,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/adachi-va-shimamura-tap-2.html
978604374638,Tuổi Mới Lớn,"Chỉ mới hôm qua vẫn là đôi người xa lạ, đến tên của đối phương cũng chẳng biết, ấy vậy mà họ lại bắt đầu chung sống dưới một mái nhà nơi thành phố Kyoto bình lặng.",Bồ Công Anh Đón Nắng,226,"98,000",AMAK,Phương Nam Online,18 x 13 x 1.2,Truyện Tranh,https://nhasachphuongnam.com/bo-cong-anh-don-nang.html
978604400059,Tuổi Mới Lớn,"Lại một năm cũ qua đi, và trong thời khắc giao thừa, Adachi và Shimamura đã trao nhau lời chúc đầy hứa hẹn cho khởi đầu mới tốt lành. Thời gian trôi nhanh tựa làn gió xuân mơn man, chẳng mấy chốc Valentine đã lại ngấp nghé bên thềm…",Adachi Và Shimamura - Tập 3,178,"86,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/adachi-va-shimamura-tap-3.html
978604401318,Tuổi Mới Lớn,"Vào ngày thi đại học, Kase đã đến cổ vũ cho Yamada, người đang cứng đờ vì căng thẳng. Liệu mùa xuân hạnh phúc có đến với đôi bạn trẻ? ",Kase Và Hoa Anh Đào,162,"80,000",AMAK,Phương Nam Online,18 x 13 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/kase-va-hoa-anh-dao.html
893535261048,Truyện Tranh/Manga,"Với tài năng kể chuyện hấp dẫn, tác giả đã biến các trang sách của mình thành những sân chơi ngập tràn tiếng cười của những cô bé, cậu bé hồn nhiên và một thế giới tuổi thơ đa sắc màu. Những bài học giáo dục nhẹ nhàng, thấm thía cũng được lồng ghép một cách khéo léo trong từng tình huống truyện. Có thể Shin là một cậu bé cá tính, hiếu động. Có thể những trò tinh nghịch của Shin đôi khi quá trớn, chẳng chừa một ai. Nhưng sau những ""sự cố"" do Shin gây ra, người lớn thấy mình cần ""quan tâm"" đến trẻ con nhiều hơn nữa, các bạn đọc nhỏ tuổi chắc hẳn cũng được dịp nhìn nhận lại bản thân, để phân biệt điều tốt điều xấu trong cuộc sống.",Shin Cậu Bé Bút Chì Truyện Dài - Tập 14: Cún Con Bạch Tuyết Và Chiếc Bỉm Chứa Bom,164,"25,000",,Phương Nam Online,18 x 13 x 0.8,Manga,https://nhasachphuongnam.com/shin-cau-be-but-chi-truyen-dai-tap-14-cun-con-bach-tuyet-va-chiec-bim-chua-bom.html
893532502120,Văn Học,"Hắn là Đội trưởng Đội Hình sự, con trai độc nhất của một gia tộc giàu có, thích la cà quán xá vỉa hè, hành sự khó lường, coi thường khuôn phép, lên núi đao xuống biển lửa vẫn một lòng bảo vệ công lý.",Hồ Sơ Tâm Lý Phạm Tội - Tập 5,552,"229,000",Vitalis,Phương Nam Online,24 x 15.7 x 3,Văn Học Đương Đại,https://nhasachphuongnam.com/ho-so-tam-ly-pham-toi-tap-5.html
893532502109,Văn Học,"“Cửu Cửu, tôi thích cậu.”",Sau Khi Đá Bay Đám Trai Đểu - Tập 2,468,"188,000",Daisybooks,Phương Nam Online,20.5 x 14.5 x 2.5,Văn Học Đương Đại,https://nhasachphuongnam.com/sau-khi-da-bay-dam-trai-deu-tap-2.html
893532502113,Văn Học,,Thái Hồng - Có Em Trong Đời,480,"205,000",Moon Novels,Phương Nam Online,24 x 15.7 x 2.5,Văn Học Đương Đại,https://nhasachphuongnam.com/thai-hong-co-em-trong-doi.html
893532502128,Thể Loại Khác,Học Tarot không khó: chỉ 10 phút mỗi ngày!,10 Phút Tự Học Tarot Mỗi Ngày,176,"79,000",ASBooks,Phương Nam Online,18 x 13 x 1,Tâm Linh/Tôn Giáo,https://nhasachphuongnam.com/10-phut-tu-hoc-tarot-moi-ngay.html
893532502091,Thể Loại Khác, - Cuốn bài tập thực hành giảm thiểu lo âu trong thời đại VUCA,Thực Hành Kiểm Soát Tâm Trí - Làm Chủ Hội Chứng Rối Loạn Lo Âu,320,"150,000",Bebooks,Phương Nam Online,24 x 15.7 x 1.6,Tâm Lý/Giáo Dục,https://nhasachphuongnam.com/thuc-hanh-kiem-soat-tam-tri-lam-chu-hoi-chung-roi-loan-lo-au.html
978604339837,Tuổi Mới Lớn,“Anh Sasaki ngầu lắm. Suốt từ khoảnh khắc đấy đến tận bây giờ.”,Sasaki Và Miyano - Tập 2,134,"69,000",AMAK,Phương Nam Online,18 x 13 x 0.8,Truyện Tranh,https://nhasachphuongnam.com/sasaki-va-miyano-tap-2.html
978604400057,Tuổi Mới Lớn,"Tình cờ quen nhau qua một lần trốn tiết, tình bạn giữa Adachi và Shimamura cứ vậy mà đơm hoa kết trái. Và cũng rất nhanh thôi, một thứ cảm xúc mới mẻ xen chút lạ lẫm dần nảy nở trong tim hai người qua những tháng ngày sóng đôi bên nhau…",Adachi Và Shimamura - Tập 1,178,"86,000",AMAK,Phương Nam Online,18 x 13 x 1,Truyện Tranh,https://nhasachphuongnam.com/adachi-va-shimamura-tap-1.html
